2,1553296169,1553296492
1,1553296492,1553296767
2,1553296767,1553297035
1,1553297035,1553298137
2,1553298137,1553298368
1,1553298368,1553299609
2,1553299609,1553299707
1,1553299707,1553301027
2,1553301027,1553301258
1,1553301258,1553301682
2,1553301682,1553302035
1,1553302035,1553302521
2,1553302521,1553303689
1,1553303689,1553304033
